Graph1;Graph2;Cout;Temps(ms)
AP1_0000;AP1_0084;0.0;1.0
AP1_0000;AP1_0085;1.0;23.0
AP1_0000;AP1_0086;0.0;1.0
AP1_0000;AP1_0087;1.0;21.0
AP1_0000;AP1_0088;1.0;23.0
AP1_0000;AP1_0089;0.0;1.0
AP1_0000;AP1_0090;0.0;1.0
AP1_0000;AP1_0091;1.0;22.0
AP1_0000;AP1_0092;1.0;0.0
AP1_0000;AP1_0093;1.0;22.0
AP1_0000;AP1_0094;0.0;1.0
AP1_0000;AP1_0095;1.0;21.0
AP1_0000;AP1_0096;1.0;21.0
AP1_0000;AP1_0097;0.0;1.0
AP1_0000;AP1_0098;0.0;1.0
AP1_0000;AP1_0099;0.0;1.0
AP1_0000;AP1_0100;0.0;1.0
AP1_0000;AP1_0101;0.0;1.0
AP1_0000;AP1_0102;0.0;1.0
AP1_0000;AP1_0103;0.0;1.0
AP1_0000;AP1_0104;0.0;1.0
AP1_0000;AP1_0105;0.0;1.0
AP1_0000;AP1_0106;1.0;22.0
AP1_0000;AP1_0107;0.0;1.0
AP1_0000;AP1_0108;0.0;1.0
AP1_0000;AP1_0109;1.0;21.0
AP1_0000;AP1_0110;0.0;1.0
AP1_0000;AP1_0111;0.0;1.0
AP1_0000;AP1_0112;0.0;1.0
AP1_0000;AP1_0113;0.0;1.0
AP1_0000;AP1_0114;1.0;1.0
AP1_0000;AP1_0115;1.0;21.0
AP1_0000;AP1_0116;0.0;1.0
AP1_0000;AP1_0117;0.0;1.0
AP1_0000;AP1_0118;0.0;1.0
AP1_0000;AP1_0119;1.0;21.0
AP1_0000;AP1_0120;1.0;21.0
AP1_0000;AP1_0121;0.0;1.0
AP1_0000;AP1_0122;0.0;1.0
AP1_0000;AP1_0123;0.0;1.0
AP1_0000;AP1_0124;0.0;1.0
AP1_0000;AP1_0125;1.0;26.0
AP1_0000;AP1_0126;0.0;2.0
AP1_0000;AP1_0127;1.0;23.0
AP1_0000;AP1_0128;0.0;1.0
AP1_0000;AP1_0129;0.0;1.0
AP1_0000;AP1_0130;1.0;26.0
AP1_0000;AP1_0131;0.0;2.0
AP1_0000;AP1_0132;2.0;419.0
AP1_0000;AP1_0133;0.0;1.0
AP1_0000;AP1_0134;0.0;3.0
AP1_0000;AP1_0135;0.0;1.0
AP1_0000;AP1_0136;1.0;21.0
AP1_0000;AP1_0137;0.0;1.0
AP1_0000;AP1_0138;0.0;1.0
AP1_0000;AP1_0139;0.0;1.0
AP1_0000;AP1_0140;0.0;1.0
AP1_0000;AP1_0141;1.0;19.0
AP1_0000;AP1_0142;0.0;0.0
AP1_0000;AP1_0143;0.0;1.0
AP1_0000;AP1_0144;1.0;21.0
AP1_0000;AP1_0145;1.0;21.0
AP1_0000;AP1_0146;0.0;1.0
AP1_0000;AP1_0147;0.0;1.0
AP1_0000;AP1_0148;0.0;1.0
AP1_0000;AP1_0149;1.0;20.0
AP1_0000;EP1_0000;1.0;21.0
AP1_0000;EP1_0001;1.0;21.0
AP1_0000;EP1_0002;2.0;394.0
AP1_0000;EP1_0003;1.0;21.0
AP1_0000;EP1_0004;2.0;389.0
AP1_0000;EP1_0005;2.0;413.0
AP1_0000;EP1_0006;1.0;21.0
AP1_0000;EP1_0007;2.0;396.0
AP1_0000;EP1_0008;2.0;392.0
AP1_0000;EP1_0009;2.0;384.0
AP1_0000;EP1_0010;2.0;410.0
AP1_0000;EP1_0011;0.0;1.0
AP1_0000;EP1_0012;1.0;21.0
AP1_0000;EP1_0013;1.0;21.0
AP1_0000;EP1_0014;1.0;22.0
AP1_0000;EP1_0015;2.0;384.0
AP1_0000;EP1_0016;2.0;387.0
AP1_0000;EP1_0017;3.0;2413.0
AP1_0000;EP1_0018;2.0;395.0
AP1_0000;EP1_0019;2.0;376.0
AP1_0000;EP1_0020;1.0;21.0
AP1_0000;EP1_0021;2.0;393.0
AP1_0000;EP1_0022;2.0;382.0
AP1_0000;EP1_0023;1.0;21.0
AP1_0000;EP1_0024;3.0;2437.0
AP1_0000;EP1_0025;1.0;22.0
AP1_0000;EP1_0026;1.0;21.0
AP1_0000;EP1_0027;2.0;394.0
AP1_0000;EP1_0028;1.0;21.0
AP1_0000;EP1_0029;1.0;21.0
AP1_0000;EP1_0030;2.0;407.0
AP1_0000;EP1_0031;2.0;402.0
AP1_0000;EP1_0032;1.0;22.0
AP1_0000;EP1_0033;2.0;400.0
AP1_0000;EP1_0034;2.0;389.0
AP1_0000;EP1_0035;1.0;21.0
AP1_0000;EP1_0036;1.0;20.0
AP1_0000;EP1_0037;2.0;402.0
AP1_0000;EP1_0038;1.0;21.0
AP1_0000;EP1_0039;1.0;21.0
AP1_0000;EP1_0040;1.0;21.0
AP1_0000;EP1_0041;3.0;2481.0
AP1_0000;EP1_0042;1.0;21.0
AP1_0000;EP1_0043;1.0;21.0
AP1_0000;EP1_0044;1.0;21.0
AP1_0000;EP1_0045;1.0;21.0
AP1_0000;EP1_0046;1.0;21.0
AP1_0000;EP1_0047;3.0;2416.0
AP1_0000;EP1_0048;1.0;22.0
AP1_0000;EP1_0049;2.0;386.0
AP1_0000;EP1_0050;3.0;2427.0
AP1_0000;EP1_0051;1.0;21.0
AP1_0000;EP1_0052;1.0;21.0
AP1_0000;EP1_0053;1.0;21.0
AP1_0000;EP1_0054;1.0;21.0
AP1_0000;EP1_0055;2.0;403.0
AP1_0000;EP1_0056;1.0;22.0
AP1_0000;EP1_0057;1.0;22.0
AP1_0000;EP1_0058;1.0;22.0
AP1_0000;EP1_0059;0.0;1.0
AP1_0000;EP1_0060;2.0;402.0
AP1_0000;EP1_0061;2.0;377.0
AP1_0000;EP1_0062;1.0;21.0
AP1_0000;EP1_0063;0.0;0.0
AP1_0000;EP1_0064;2.0;411.0
AP1_0000;EP1_0065;2.0;382.0
AP1_0000;EP1_0066;1.0;21.0
AP1_0000;EP1_0067;2.0;383.0
AP1_0000;EP1_0068;2.0;407.0
AP1_0000;EP1_0069;1.0;20.0
AP1_0000;EP1_0070;1.0;20.0
AP1_0000;EP1_0071;1.0;20.0
AP1_0000;EP1_0072;1.0;20.0
AP1_0000;EP1_0073;0.0;1.0
AP1_0000;EP1_0074;2.0;388.0
AP1_0000;EP1_0075;1.0;21.0
AP1_0000;EP1_0076;1.0;21.0
AP1_0000;EP1_0077;0.0;1.0
AP1_0000;EP1_0078;1.0;21.0
AP1_0000;EP1_0079;2.0;379.0
AP1_0000;EP1_0080;2.0;384.0
AP1_0000;EP1_0081;2.0;395.0
AP1_0000;EP1_0082;2.0;387.0
AP1_0000;EP1_0083;1.0;22.0
AP1_0000;EP1_0084;2.0;413.0
AP1_0000;EP1_0085;2.0;404.0
AP1_0000;EP1_0086;2.0;374.0
AP1_0000;EP1_0087;2.0;378.0
AP1_0000;EP1_0088;2.0;391.0
AP1_0000;EP1_0089;1.0;20.0
AP1_0000;EP1_0090;1.0;20.0
AP1_0000;EP1_0091;1.0;21.0
AP1_0000;EP1_0092;1.0;21.0
AP1_0000;EP1_0093;2.0;401.0
AP1_0000;EP1_0094;1.0;20.0
AP1_0000;EP1_0095;1.0;21.0
AP1_0000;EP1_0096;2.0;389.0
AP1_0000;EP1_0097;1.0;20.0
AP1_0000;EP1_0098;1.0;20.0
AP1_0000;EP1_0099;2.0;386.0
AP1_0000;EP1_0100;2.0;393.0
AP1_0000;EP1_0101;1.0;21.0
AP1_0000;EP1_0102;1.0;21.0
AP1_0000;EP1_0103;1.0;20.0
AP1_0000;EP1_0104;1.0;21.0
AP1_0000;EP1_0105;2.0;394.0
AP1_0000;EP1_0106;1.0;21.0
AP1_0000;EP1_0107;1.0;21.0
AP1_0000;EP1_0108;2.0;383.0
AP1_0000;EP1_0109;1.0;22.0
AP1_0000;EP1_0110;1.0;20.0
AP1_0000;EP1_0111;1.0;20.0
AP1_0000;EP1_0112;2.0;395.0
AP1_0000;EP1_0113;1.0;20.0
AP1_0000;EP1_0114;1.0;21.0
AP1_0000;EP1_0115;1.0;21.0
AP1_0000;EP1_0116;1.0;21.0
AP1_0000;EP1_0117;2.0;387.0
AP1_0000;EP1_0118;2.0;371.0
AP1_0000;EP1_0119;1.0;22.0
AP1_0000;EP1_0120;1.0;21.0
AP1_0000;EP1_0121;1.0;21.0
AP1_0000;EP1_0122;2.0;398.0
AP1_0000;EP1_0123;2.0;413.0
AP1_0000;EP1_0124;2.0;403.0
AP1_0000;EP1_0125;2.0;385.0
AP1_0000;EP1_0126;1.0;22.0
AP1_0000;EP1_0127;2.0;403.0
AP1_0000;EP1_0128;1.0;21.0
AP1_0000;EP1_0129;1.0;21.0
AP1_0000;EP1_0130;1.0;21.0
AP1_0000;EP1_0131;1.0;21.0
AP1_0000;EP1_0132;2.0;378.0
AP1_0000;EP1_0133;1.0;21.0
AP1_0000;EP1_0134;1.0;21.0
AP1_0000;EP1_0135;1.0;21.0
AP1_0000;EP1_0136;1.0;21.0
AP1_0000;EP1_0137;2.0;394.0
AP1_0000;EP1_0138;1.0;20.0
AP1_0000;EP1_0139;2.0;381.0
AP1_0000;EP1_0140;1.0;21.0
AP1_0000;EP1_0141;1.0;22.0
AP1_0000;EP1_0142;3.0;2401.0
AP1_0000;EP1_0143;1.0;21.0
AP1_0000;EP1_0144;4.0;9216.0
AP1_0000;EP1_0145;2.0;400.0
AP1_0000;EP1_0146;1.0;21.0
AP1_0000;EP1_0147;1.0;21.0
AP1_0000;EP1_0148;1.0;22.0
AP1_0000;EP1_0149;2.0;391.0
AP1_0000;FP1_0000;2.0;403.0
AP1_0000;FP1_0001;1.0;21.0
AP1_0000;FP1_0002;1.0;19.0
AP1_0000;FP1_0003;0.0;1.0
AP1_0000;FP1_0004;0.0;1.0
AP1_0000;FP1_0005;1.0;21.0
AP1_0000;FP1_0006;1.0;20.0
AP1_0000;FP1_0007;0.0;1.0
AP1_0000;FP1_0008;2.0;375.0
AP1_0000;FP1_0009;2.0;377.0
AP1_0000;FP1_0010;0.0;1.0
AP1_0000;FP1_0011;0.0;1.0
AP1_0000;FP1_0012;0.0;7.0
AP1_0000;FP1_0013;0.0;1.0
AP1_0000;FP1_0014;0.0;1.0
AP1_0000;FP1_0015;1.0;20.0
AP1_0000;FP1_0016;0.0;1.0
AP1_0000;FP1_0017;0.0;1.0
AP1_0000;FP1_0018;2.0;374.0
AP1_0000;FP1_0019;0.0;1.0
AP1_0000;FP1_0020;0.0;1.0
AP1_0000;FP1_0021;1.0;21.0
AP1_0000;FP1_0022;1.0;20.0
AP1_0000;FP1_0023;0.0;0.0
AP1_0000;FP1_0024;0.0;1.0
AP1_0000;FP1_0025;0.0;1.0
AP1_0000;FP1_0026;0.0;1.0
AP1_0000;FP1_0027;1.0;20.0
AP1_0000;FP1_0028;0.0;1.0
AP1_0000;FP1_0029;0.0;1.0
AP1_0000;FP1_0030;0.0;1.0
AP1_0000;FP1_0031;0.0;1.0
AP1_0000;FP1_0032;0.0;1.0
AP1_0000;FP1_0033;1.0;19.0
AP1_0000;FP1_0034;1.0;21.0
AP1_0000;FP1_0035;0.0;1.0
AP1_0000;FP1_0036;0.0;1.0
AP1_0000;FP1_0037;0.0;1.0
AP1_0000;FP1_0038;0.0;1.0
AP1_0000;FP1_0039;2.0;395.0
AP1_0000;FP1_0040;0.0;1.0
AP1_0000;FP1_0041;0.0;1.0
AP1_0000;FP1_0042;1.0;20.0
AP1_0000;FP1_0043;0.0;1.0
AP1_0000;FP1_0044;0.0;1.0
AP1_0000;FP1_0045;0.0;1.0
AP1_0000;FP1_0046;0.0;1.0
AP1_0000;FP1_0047;2.0;375.0
AP1_0000;FP1_0048;0.0;1.0
AP1_0000;FP1_0049;0.0;1.0
AP1_0000;FP1_0050;0.0;1.0
AP1_0000;FP1_0051;0.0;1.0
AP1_0000;FP1_0052;2.0;391.0
AP1_0000;FP1_0053;0.0;1.0
AP1_0000;FP1_0054;0.0;1.0
AP1_0000;FP1_0055;0.0;1.0
AP1_0000;FP1_0056;0.0;1.0
AP1_0000;FP1_0057;0.0;1.0
AP1_0000;FP1_0058;0.0;1.0
AP1_0000;FP1_0059;0.0;1.0
AP1_0000;FP1_0060;0.0;1.0
AP1_0000;FP1_0061;0.0;0.0
AP1_0000;FP1_0062;1.0;19.0
AP1_0000;FP1_0063;0.0;1.0
AP1_0000;FP1_0064;1.0;21.0
AP1_0000;FP1_0065;0.0;1.0
AP1_0000;FP1_0066;1.0;20.0
AP1_0000;FP1_0067;2.0;382.0
AP1_0000;FP1_0068;0.0;1.0
AP1_0000;FP1_0069;0.0;1.0
AP1_0000;FP1_0070;0.0;1.0
AP1_0000;FP1_0071;2.0;377.0
AP1_0000;FP1_0072;2.0;381.0
AP1_0000;FP1_0073;1.0;21.0
AP1_0000;FP1_0074;1.0;21.0
AP1_0000;FP1_0075;2.0;393.0
AP1_0000;FP1_0076;1.0;21.0
AP1_0000;FP1_0077;0.0;1.0
AP1_0000;FP1_0078;0.0;1.0
AP1_0000;FP1_0079;0.0;1.0
AP1_0000;FP1_0080;1.0;0.0
AP1_0000;FP1_0081;1.0;27.0
AP1_0000;FP1_0082;1.0;20.0
AP1_0000;FP1_0083;0.0;1.0
AP1_0000;FP1_0084;0.0;1.0
AP1_0000;FP1_0085;1.0;0.0
AP1_0000;FP1_0086;0.0;1.0
AP1_0000;FP1_0087;1.0;21.0
AP1_0000;FP1_0088;1.0;20.0
AP1_0000;FP1_0089;0.0;1.0
AP1_0000;FP1_0090;0.0;1.0
AP1_0000;FP1_0091;0.0;1.0
AP1_0000;FP1_0092;2.0;382.0
AP1_0000;FP1_0093;0.0;1.0
AP1_0000;FP1_0094;1.0;19.0
AP1_0000;FP1_0095;0.0;0.0
AP1_0000;FP1_0096;0.0;1.0
AP1_0000;FP1_0097;0.0;1.0
AP1_0000;FP1_0098;0.0;1.0
AP1_0000;FP1_0099;0.0;1.0
AP1_0000;FP1_0100;0.0;1.0
AP1_0000;FP1_0101;0.0;1.0
AP1_0000;FP1_0102;1.0;20.0
AP1_0000;FP1_0103;1.0;21.0
AP1_0000;FP1_0104;0.0;1.0
AP1_0000;FP1_0105;0.0;1.0
AP1_0000;FP1_0106;0.0;1.0
AP1_0000;FP1_0107;0.0;1.0
AP1_0000;FP1_0108;0.0;1.0
AP1_0000;FP1_0109;0.0;1.0
AP1_0000;FP1_0110;1.0;21.0
AP1_0000;FP1_0111;0.0;1.0
AP1_0000;FP1_0112;1.0;0.0
AP1_0000;FP1_0113;0.0;1.0
AP1_0000;FP1_0114;0.0;7.0
AP1_0000;FP1_0115;1.0;21.0
AP1_0000;FP1_0116;0.0;1.0
AP1_0000;FP1_0117;1.0;23.0
AP1_0000;FP1_0118;2.0;391.0
AP1_0000;FP1_0119;0.0;1.0
AP1_0000;FP1_0120;1.0;21.0
AP1_0000;FP1_0121;0.0;1.0
AP1_0000;FP1_0122;2.0;383.0
AP1_0000;FP1_0123;0.0;1.0
AP1_0000;FP1_0124;0.0;1.0
AP1_0000;FP1_0125;1.0;20.0
AP1_0000;FP1_0126;0.0;1.0
AP1_0000;FP1_0127;0.0;1.0
AP1_0000;FP1_0128;0.0;1.0
AP1_0000;FP1_0129;0.0;1.0
AP1_0000;FP1_0130;1.0;21.0
AP1_0000;FP1_0131;1.0;26.0
AP1_0000;FP1_0132;1.0;20.0
AP1_0000;FP1_0133;1.0;21.0
AP1_0000;FP1_0134;0.0;0.0
AP1_0000;FP1_0135;1.0;0.0
AP1_0000;FP1_0136;0.0;1.0
AP1_0000;FP1_0137;0.0;1.0
AP1_0000;FP1_0138;0.0;1.0
AP1_0000;FP1_0139;1.0;21.0
AP1_0000;FP1_0140;1.0;21.0
AP1_0000;FP1_0141;0.0;1.0
AP1_0000;FP1_0142;0.0;1.0
AP1_0000;FP1_0143;0.0;1.0
AP1_0000;FP1_0144;1.0;21.0
AP1_0000;FP1_0145;0.0;1.0
AP1_0000;FP1_0146;1.0;21.0
AP1_0000;FP1_0147;1.0;21.0
AP1_0000;FP1_0148;0.0;1.0
AP1_0000;FP1_0149;0.0;1.0
AP1_0000;HP1_0000;2.0;384.0
AP1_0000;HP1_0001;2.0;393.0
AP1_0000;HP1_0002;1.0;20.0
AP1_0000;HP1_0003;2.0;375.0
AP1_0000;HP1_0004;1.0;20.0
AP1_0000;HP1_0005;1.0;20.0
AP1_0000;HP1_0006;1.0;21.0
AP1_0000;HP1_0007;1.0;20.0
AP1_0000;HP1_0008;1.0;20.0
AP1_0000;HP1_0009;1.0;20.0
AP1_0000;HP1_0010;2.0;376.0
AP1_0000;HP1_0011;1.0;20.0
AP1_0000;HP1_0012;1.0;20.0
AP1_0000;HP1_0013;1.0;21.0
AP1_0000;HP1_0014;2.0;383.0
AP1_0000;HP1_0015;1.0;20.0
AP1_0000;HP1_0016;2.0;376.0
AP1_0000;HP1_0017;1.0;22.0
AP1_0000;HP1_0018;1.0;21.0
AP1_0000;HP1_0019;1.0;28.0
AP1_0000;HP1_0020;3.0;2275.0
AP1_0000;HP1_0021;2.0;391.0
AP1_0000;HP1_0022;2.0;386.0
AP1_0000;HP1_0023;1.0;20.0
AP1_0000;HP1_0024;1.0;21.0
AP1_0000;HP1_0025;1.0;20.0
AP1_0000;HP1_0026;2.0;374.0
AP1_0000;HP1_0027;3.0;2195.0
AP1_0000;HP1_0028;1.0;20.0
AP1_0000;HP1_0029;1.0;21.0
AP1_0000;HP1_0030;3.0;2270.0
AP1_0000;HP1_0031;1.0;21.0
AP1_0000;HP1_0032;2.0;381.0
AP1_0000;HP1_0033;1.0;20.0
AP1_0000;HP1_0034;1.0;19.0
AP1_0000;HP1_0035;1.0;20.0
AP1_0000;HP1_0036;1.0;21.0
AP1_0000;HP1_0037;2.0;383.0
AP1_0000;HP1_0038;1.0;20.0
AP1_0000;HP1_0039;1.0;20.0
AP1_0000;HP1_0040;1.0;27.0
AP1_0000;HP1_0041;2.0;377.0
AP1_0000;HP1_0042;2.0;392.0
AP1_0000;HP1_0043;2.0;381.0
AP1_0000;HP1_0044;2.0;368.0
AP1_0000;HP1_0045;2.0;376.0
AP1_0000;HP1_0046;1.0;19.0
AP1_0000;HP1_0047;2.0;391.0
AP1_0000;HP1_0048;2.0;366.0
AP1_0000;HP1_0049;1.0;20.0
AP1_0000;HP1_0050;2.0;389.0
AP1_0000;HP1_0051;1.0;20.0
AP1_0000;HP1_0052;2.0;382.0
AP1_0000;HP1_0053;1.0;21.0
AP1_0000;HP1_0054;3.0;2386.0
AP1_0000;HP1_0055;1.0;21.0
AP1_0000;HP1_0056;1.0;21.0
AP1_0000;HP1_0057;0.0;0.0
AP1_0000;HP1_0058;2.0;376.0
AP1_0000;HP1_0059;1.0;20.0
AP1_0000;HP1_0060;1.0;21.0
AP1_0000;HP1_0061;1.0;20.0
AP1_0000;HP1_0062;2.0;391.0
AP1_0000;HP1_0063;2.0;392.0
AP1_0000;HP1_0064;2.0;382.0
AP1_0000;HP1_0065;1.0;20.0
AP1_0000;HP1_0066;3.0;2396.0
AP1_0000;HP1_0067;1.0;22.0
AP1_0000;HP1_0068;1.0;19.0
AP1_0000;HP1_0069;1.0;20.0
AP1_0000;HP1_0070;1.0;20.0
AP1_0000;HP1_0071;1.0;21.0
AP1_0000;HP1_0072;1.0;20.0
AP1_0000;HP1_0073;1.0;20.0
AP1_0000;HP1_0074;2.0;383.0
AP1_0000;HP1_0075;1.0;21.0
AP1_0000;HP1_0076;2.0;375.0
AP1_0000;HP1_0077;2.0;380.0
AP1_0000;HP1_0078;1.0;21.0
AP1_0000;HP1_0079;0.0;1.0
AP1_0000;HP1_0080;1.0;20.0
AP1_0000;HP1_0081;2.0;374.0
AP1_0000;HP1_0082;1.0;20.0
AP1_0000;HP1_0083;1.0;20.0
AP1_0000;HP1_0084;2.0;381.0
AP1_0000;HP1_0085;2.0;381.0
AP1_0000;HP1_0086;1.0;20.0
AP1_0000;HP1_0087;1.0;21.0
AP1_0000;HP1_0088;2.0;384.0
AP1_0000;HP1_0089;1.0;19.0
AP1_0000;HP1_0090;1.0;21.0
AP1_0000;HP1_0091;1.0;19.0
AP1_0000;HP1_0092;2.0;373.0
AP1_0000;HP1_0093;2.0;389.0
AP1_0000;HP1_0094;3.0;2423.0
AP1_0000;HP1_0095;1.0;20.0
AP1_0000;HP1_0096;1.0;20.0
AP1_0000;HP1_0097;1.0;22.0
AP1_0000;HP1_0098;1.0;20.0
AP1_0000;HP1_0099;1.0;20.0
AP1_0000;HP1_0100;2.0;375.0
AP1_0000;HP1_0101;1.0;20.0
AP1_0000;HP1_0102;1.0;20.0
AP1_0000;HP1_0103;1.0;21.0
AP1_0000;HP1_0104;2.0;375.0
AP1_0000;HP1_0105;1.0;21.0
AP1_0000;HP1_0106;2.0;381.0
AP1_0000;HP1_0107;2.0;402.0
AP1_0000;HP1_0108;2.0;374.0
AP1_0000;HP1_0109;1.0;22.0
AP1_0000;HP1_0110;1.0;20.0
AP1_0000;HP1_0111;1.0;21.0
AP1_0000;HP1_0112;1.0;20.0
AP1_0000;HP1_0113;1.0;20.0
AP1_0000;HP1_0114;3.0;2333.0
AP1_0000;HP1_0115;1.0;22.0
AP1_0000;HP1_0116;2.0;375.0
AP1_0000;HP1_0117;0.0;1.0
AP1_0000;HP1_0118;1.0;20.0
AP1_0000;HP1_0119;4.0;8270.0
AP1_0000;HP1_0120;2.0;375.0
AP1_0000;HP1_0121;0.0;1.0
AP1_0000;HP1_0122;2.0;376.0
AP1_0000;HP1_0123;2.0;385.0
AP1_0000;HP1_0124;2.0;385.0
AP1_0000;HP1_0125;1.0;22.0
AP1_0000;HP1_0126;2.0;381.0
AP1_0000;HP1_0127;2.0;368.0
AP1_0000;HP1_0128;1.0;21.0
AP1_0000;HP1_0129;1.0;20.0
AP1_0000;HP1_0130;1.0;20.0
AP1_0000;HP1_0131;0.0;1.0
AP1_0000;HP1_0132;1.0;21.0
AP1_0000;HP1_0133;2.0;367.0
AP1_0000;HP1_0134;1.0;20.0
AP1_0000;HP1_0135;1.0;20.0
AP1_0000;HP1_0136;1.0;19.0
AP1_0000;HP1_0137;1.0;20.0
AP1_0000;HP1_0138;1.0;21.0
AP1_0000;HP1_0139;2.0;391.0
AP1_0000;HP1_0140;2.0;406.0
AP1_0000;HP1_0141;2.0;380.0
AP1_0000;HP1_0142;1.0;21.0
AP1_0000;HP1_0143;2.0;383.0
AP1_0000;HP1_0144;2.0;375.0
AP1_0000;HP1_0145;2.0;372.0
AP1_0000;HP1_0146;1.0;21.0
AP1_0000;HP1_0147;3.0;2428.0
AP1_0000;HP1_0148;2.0;376.0
AP1_0000;HP1_0149;1.0;21.0
AP1_0000;IP1_0000;3.0;0.0
AP1_0000;IP1_0001;4.0;0.0
AP1_0000;IP1_0002;4.0;0.0
AP1_0000;IP1_0003;3.0;0.0
AP1_0000;IP1_0004;3.0;0.0
AP1_0000;IP1_0005;3.0;0.0
AP1_0000;IP1_0006;3.0;0.0
AP1_0000;IP1_0007;3.0;0.0
AP1_0000;IP1_0008;3.0;0.0
AP1_0000;IP1_0009;3.0;0.0
AP1_0000;IP1_0010;4.0;0.0
AP1_0000;IP1_0011;3.0;0.0
AP1_0000;IP1_0012;3.0;0.0
AP1_0000;IP1_0013;3.0;0.0
AP1_0000;IP1_0014;3.0;1.0
AP1_0000;IP1_0015;3.0;0.0
AP1_0000;IP1_0016;3.0;0.0
AP1_0000;IP1_0017;3.0;0.0
AP1_0000;IP1_0018;3.0;0.0
AP1_0000;IP1_0019;3.0;0.0
AP1_0000;IP1_0020;3.0;0.0
AP1_0000;IP1_0021;3.0;0.0
AP1_0000;IP1_0022;3.0;0.0
AP1_0000;IP1_0023;3.0;1.0
AP1_0000;IP1_0024;3.0;0.0
AP1_0000;IP1_0025;2.0;0.0
AP1_0000;IP1_0026;3.0;0.0
AP1_0000;IP1_0027;3.0;0.0
AP1_0000;IP1_0028;3.0;0.0
AP1_0000;IP1_0029;3.0;0.0
AP1_0000;IP1_0030;3.0;0.0
AP1_0000;IP1_0031;2.0;1.0
AP1_0000;IP1_0032;2.0;0.0
